accuracy,loss,val_accuracy,val_loss,learning_rate
0.8324267268180847,0.20910219848155975,0.8882862329483032,0.13162478804588318,9.999999747378752e-05
0.8927083611488342,0.12563517689704895,0.902967631816864,0.11254026740789413,9.999999747378752e-05
0.9021723866462708,0.11310309171676636,0.9141556620597839,0.10603757947683334,9.999999747378752e-05
0.9068449139595032,0.1062370166182518,0.9156063795089722,0.10568278282880783,9.999999747378752e-05
0.9090120792388916,0.10224057734012604,0.9158666133880615,0.09559737145900726,9.999999747378752e-05
0.9114920496940613,0.09857950359582901,0.9202443361282349,0.09159775078296661,9.999999747378752e-05
0.9133983850479126,0.09548113495111465,0.922044038772583,0.09354913979768753,9.999999747378752e-05
0.9146657586097717,0.09302658587694168,0.9227694869041443,0.08867096900939941,9.999999747378752e-05
0.9163180589675903,0.08995325118303299,0.925377607345581,0.08529140055179596,9.999999747378752e-05
0.9181604981422424,0.0868772640824318,0.9235759377479553,0.08287402987480164,9.999999747378752e-05
0.9198863506317139,0.08433018624782562,0.9272305369377136,0.07895958423614502,9.999999747378752e-05
0.9211449027061462,0.08226209878921509,0.9260175824165344,0.07982256263494492,9.999999747378752e-05
0.922693133354187,0.08024652302265167,0.9291794896125793,0.0760464295744896,9.999999747378752e-05
0.9235127568244934,0.07865233719348907,0.9292303323745728,0.07376798987388611,9.999999747378752e-05
0.92465740442276,0.07720770686864853,0.9297747611999512,0.07255177944898605,9.999999747378752e-05
0.9253355860710144,0.07621114701032639,0.9332704544067383,0.07265716046094894,9.999999747378752e-05
0.926383912563324,0.07483822852373123,0.9321811199188232,0.07128395885229111,9.999999747378752e-05
0.9269338846206665,0.0740436241030693,0.9309859275817871,0.06996198743581772,9.999999747378752e-05
0.9274452328681946,0.07316616177558899,0.9274523854255676,0.06931650638580322,9.999999747378752e-05
0.9279059767723083,0.07228610664606094,0.9342677593231201,0.06942939013242722,9.999999747378752e-05
0.9283419251441956,0.07158252596855164,0.9329691529273987,0.06856131553649902,9.999999747378752e-05
0.9287164211273193,0.07096803933382034,0.9267323613166809,0.0687624141573906,9.999999747378752e-05
0.9293514490127563,0.07028710842132568,0.9357132911682129,0.0687892884016037,9.999999747378752e-05
0.9296823143959045,0.06967557221651077,0.93294757604599,0.06666909903287888,9.999999747378752e-05
0.9299919009208679,0.06914974004030228,0.9335524439811707,0.06651675701141357,9.999999747378752e-05
0.9305039048194885,0.06852602958679199,0.9346193671226501,0.06605615466833115,9.999999747378752e-05
0.9306681156158447,0.06812699139118195,0.9357588887214661,0.06547520309686661,9.999999747378752e-05
0.9311939477920532,0.06768397986888885,0.9344283938407898,0.06541522592306137,9.999999747378752e-05
0.931302547454834,0.06707851588726044,0.9361926317214966,0.06516215205192566,9.999999747378752e-05
0.9316198825836182,0.06671671569347382,0.9373124241828918,0.06550947576761246,9.999999747378752e-05
